,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,cluster
R03 IN,0.03,0.0,0.0,0.02,0.08,0.17,0.09,0.08,0.11,0.19,0.22,0.25,0.3,0.34,0.48,0.89,0.7,0.42,0.36,0.33,0.09,0.02,0.0,0.0,0.02,0.08,0.17,0.11,0.08,0.09,0.14,0.17,0.19,0.23,0.34,0.47,0.72,0.55,0.33,0.31,0.28,0.09,0.03,0.0,0.0,0.02,0.06,0.16,0.09,0.06,0.09,0.12,0.16,0.19,0.2,0.23,0.39,0.77,0.58,0.36,0.33,0.34,0.11,0.03,0.0,0.0,0.02,0.06,0.17,0.11,0.08,0.09,0.16,0.19,0.2,0.23,0.28,0.45,0.81,0.66,0.39,0.39,0.37,0.12,0.05,0.0,0.0,0.02,0.06,0.17,0.11,0.08,0.11,0.22,0.25,0.3,0.36,0.39,0.58,1.0,0.72,0.39,0.39,0.41,0.17,0.05,0.0,0.0,0.02,0.05,0.06,0.08,0.09,0.14,0.23,0.31,0.37,0.48,0.55,0.62,0.62,0.44,0.37,0.41,0.44,0.19,0.03,0.0,0.0,0.02,0.03,0.06,0.08,0.08,0.12,0.2,0.3,0.36,0.44,0.52,0.56,0.56,0.41,0.34,0.34,0.34,0.09,2
R04 IN,0.03,0.0,0.0,0.07,0.17,0.43,0.27,0.2,0.2,0.2,0.23,0.23,0.23,0.27,0.43,0.97,0.83,0.43,0.4,0.3,0.13,0.03,0.0,0.0,0.03,0.17,0.43,0.27,0.2,0.2,0.23,0.23,0.23,0.23,0.4,0.6,0.87,0.67,0.37,0.33,0.27,0.13,0.07,0.0,0.0,0.03,0.17,0.4,0.23,0.17,0.17,0.23,0.23,0.23,0.23,0.27,0.43,0.93,0.73,0.4,0.37,0.3,0.13,0.07,0.0,0.0,0.07,0.17,0.43,0.27,0.2,0.2,0.23,0.27,0.27,0.27,0.27,0.43,1.0,0.8,0.43,0.43,0.33,0.17,0.1,0.0,0.0,0.07,0.17,0.43,0.27,0.2,0.2,0.23,0.27,0.27,0.27,0.3,0.47,1.0,0.8,0.43,0.47,0.43,0.23,0.1,0.0,0.0,0.03,0.1,0.17,0.17,0.2,0.23,0.27,0.3,0.3,0.3,0.3,0.33,0.37,0.3,0.3,0.37,0.33,0.17,0.03,0.0,0.0,0.03,0.1,0.13,0.17,0.17,0.2,0.2,0.23,0.27,0.23,0.23,0.27,0.27,0.27,0.23,0.27,0.23,0.13,2
R05 IN,0.03,0.0,0.0,0.03,0.16,0.43,0.3,0.19,0.24,0.35,0.3,0.27,0.35,0.41,0.65,1.0,0.68,0.41,0.38,0.3,0.11,0.03,0.0,0.0,0.03,0.16,0.43,0.3,0.22,0.22,0.35,0.32,0.27,0.43,0.57,0.73,0.89,0.57,0.32,0.35,0.3,0.08,0.03,0.0,0.0,0.03,0.14,0.41,0.27,0.16,0.22,0.32,0.3,0.24,0.3,0.35,0.65,0.92,0.62,0.38,0.38,0.35,0.11,0.03,0.0,0.0,0.03,0.14,0.43,0.32,0.22,0.24,0.35,0.35,0.27,0.35,0.38,0.68,1.0,0.68,0.41,0.43,0.38,0.11,0.05,0.0,0.0,0.03,0.14,0.43,0.3,0.27,0.32,0.41,0.35,0.3,0.32,0.41,0.76,1.0,0.68,0.38,0.43,0.41,0.14,0.05,0.0,0.0,0.03,0.08,0.14,0.16,0.19,0.24,0.3,0.35,0.3,0.32,0.38,0.49,0.41,0.3,0.22,0.27,0.27,0.11,0.03,0.0,0.0,0.03,0.05,0.11,0.14,0.16,0.19,0.32,0.27,0.24,0.27,0.27,0.43,0.32,0.22,0.16,0.19,0.16,0.05,2
R06 IN,0.0,0.0,0.0,0.08,0.25,0.58,0.33,0.33,0.33,0.42,0.33,0.25,0.42,0.42,0.75,0.83,0.58,0.33,0.25,0.25,0.08,0.0,0.0,0.0,0.08,0.25,0.58,0.42,0.25,0.33,0.42,0.33,0.25,0.42,0.5,0.75,0.75,0.5,0.33,0.25,0.25,0.08,0.0,0.0,0.0,0.08,0.25,0.5,0.33,0.25,0.25,0.33,0.33,0.33,0.42,0.42,0.67,0.83,0.58,0.33,0.33,0.25,0.08,0.0,0.0,0.0,0.08,0.25,0.58,0.42,0.25,0.33,0.42,0.42,0.25,0.42,0.42,0.75,0.92,0.58,0.33,0.33,0.25,0.08,0.08,0.0,0.0,0.08,0.25,0.58,0.42,0.33,0.33,0.42,0.5,0.42,0.42,0.42,0.83,0.92,0.58,0.42,0.42,0.33,0.17,0.0,0.0,0.0,0.08,0.17,0.25,0.33,0.42,0.5,0.58,0.67,0.67,0.67,0.83,0.92,0.92,0.58,0.33,0.33,0.25,0.08,0.0,0.0,0.0,0.08,0.08,0.17,0.25,0.33,0.58,0.58,0.58,0.67,0.67,0.83,1.0,0.75,0.5,0.33,0.25,0.17,0.08,1
R09 IN,0.03,0.0,0.0,0.03,0.08,0.16,0.24,0.35,0.43,0.43,0.38,0.43,0.49,0.51,0.86,1.0,0.59,0.35,0.3,0.3,0.11,0.03,0.0,0.0,0.03,0.05,0.16,0.22,0.35,0.46,0.43,0.38,0.43,0.51,0.7,0.95,0.86,0.49,0.3,0.27,0.27,0.08,0.03,0.0,0.0,0.03,0.05,0.14,0.19,0.32,0.41,0.41,0.35,0.41,0.46,0.54,0.86,0.97,0.54,0.32,0.32,0.32,0.08,0.03,0.0,0.0,0.03,0.05,0.14,0.22,0.35,0.43,0.43,0.38,0.43,0.49,0.54,0.89,1.0,0.57,0.35,0.35,0.35,0.11,0.03,0.0,0.0,0.03,0.05,0.16,0.22,0.35,0.46,0.49,0.41,0.41,0.49,0.54,0.89,0.95,0.54,0.32,0.35,0.35,0.11,0.03,0.0,0.0,0.03,0.03,0.05,0.08,0.14,0.16,0.22,0.22,0.22,0.24,0.3,0.41,0.32,0.24,0.19,0.24,0.22,0.08,0.03,0.0,0.0,0.0,0.03,0.05,0.08,0.11,0.14,0.19,0.22,0.19,0.24,0.24,0.35,0.3,0.22,0.19,0.19,0.14,0.05,2
R12 IN,0.07,0.0,0.0,0.07,0.21,0.38,0.31,0.38,0.41,0.45,0.41,0.41,0.45,0.55,0.72,1.0,0.76,0.52,0.48,0.31,0.14,0.03,0.0,0.0,0.07,0.21,0.41,0.34,0.38,0.41,0.45,0.41,0.38,0.45,0.66,0.79,0.9,0.62,0.45,0.41,0.28,0.14,0.07,0.0,0.0,0.07,0.17,0.38,0.28,0.31,0.38,0.45,0.41,0.38,0.41,0.52,0.69,0.97,0.69,0.48,0.48,0.31,0.14,0.07,0.0,0.0,0.07,0.21,0.41,0.34,0.38,0.41,0.45,0.45,0.41,0.45,0.55,0.72,1.0,0.72,0.55,0.52,0.34,0.14,0.1,0.0,0.0,0.07,0.21,0.41,0.34,0.38,0.48,0.48,0.45,0.41,0.45,0.55,0.76,1.0,0.72,0.55,0.55,0.41,0.21,0.1,0.0,0.0,0.07,0.1,0.21,0.31,0.41,0.48,0.52,0.52,0.45,0.41,0.45,0.52,0.52,0.45,0.45,0.45,0.38,0.17,0.07,0.0,0.0,0.03,0.1,0.17,0.24,0.28,0.31,0.31,0.31,0.31,0.34,0.38,0.41,0.41,0.38,0.38,0.38,0.24,0.14,1
R14 IN,0.03,0.0,0.0,0.13,0.65,1.0,0.61,0.45,0.42,0.39,0.42,0.35,0.35,0.35,0.55,0.74,0.68,0.42,0.32,0.26,0.1,0.03,0.0,0.0,0.13,0.65,1.0,0.61,0.42,0.39,0.39,0.42,0.32,0.32,0.42,0.58,0.71,0.58,0.32,0.42,0.23,0.06,0.03,0.0,0.0,0.1,0.55,0.87,0.52,0.42,0.39,0.39,0.42,0.35,0.35,0.39,0.55,0.74,0.61,0.39,0.35,0.26,0.1,0.03,0.0,0.0,0.13,0.61,1.0,0.65,0.42,0.42,0.42,0.45,0.35,0.32,0.39,0.58,0.81,0.68,0.42,0.39,0.29,0.1,0.1,0.0,0.0,0.13,0.61,1.0,0.61,0.48,0.45,0.45,0.45,0.39,0.35,0.42,0.61,0.84,0.74,0.48,0.39,0.32,0.16,0.13,0.0,0.0,0.1,0.26,0.39,0.45,0.52,0.61,0.74,0.81,0.77,0.74,0.84,0.97,0.74,0.52,0.39,0.48,0.29,0.16,0.03,0.0,0.0,0.06,0.19,0.32,0.39,0.45,0.55,0.55,0.58,0.61,0.65,0.71,0.81,0.68,0.45,0.45,0.39,0.26,0.13,3
R15 IN,0.11,0.0,0.0,0.11,0.4,0.69,0.49,0.34,0.34,0.37,0.37,0.34,0.34,0.46,0.63,0.77,0.66,0.6,0.66,0.57,0.29,0.09,0.0,0.0,0.11,0.4,0.71,0.49,0.34,0.31,0.37,0.37,0.34,0.37,0.51,0.63,0.69,0.57,0.54,0.57,0.49,0.23,0.11,0.0,0.0,0.11,0.34,0.66,0.43,0.31,0.31,0.34,0.37,0.31,0.34,0.43,0.63,0.77,0.66,0.6,0.66,0.57,0.31,0.14,0.0,0.0,0.11,0.4,0.71,0.49,0.34,0.34,0.4,0.4,0.37,0.37,0.49,0.66,0.83,0.71,0.66,0.71,0.6,0.31,0.2,0.0,0.0,0.11,0.4,0.71,0.49,0.37,0.37,0.4,0.4,0.37,0.4,0.51,0.66,0.89,0.74,0.71,0.8,0.74,0.43,0.23,0.0,0.0,0.09,0.17,0.29,0.37,0.4,0.46,0.46,0.49,0.49,0.49,0.57,0.69,0.69,0.74,0.86,1.0,0.86,0.49,0.14,0.0,0.0,0.06,0.14,0.26,0.29,0.37,0.43,0.46,0.43,0.49,0.51,0.54,0.6,0.66,0.66,0.8,0.83,0.66,0.34,1
R16 IN,0.04,0.0,0.0,0.11,0.43,0.89,0.54,0.39,0.39,0.46,0.57,0.54,0.5,0.64,0.82,0.86,0.61,0.46,0.43,0.36,0.14,0.04,0.0,0.0,0.11,0.43,0.93,0.54,0.39,0.39,0.5,0.57,0.5,0.54,0.71,0.89,0.79,0.54,0.39,0.39,0.32,0.11,0.04,0.0,0.0,0.11,0.36,0.82,0.46,0.32,0.36,0.46,0.57,0.46,0.5,0.61,0.82,0.89,0.61,0.46,0.46,0.39,0.14,0.04,0.0,0.0,0.11,0.39,0.89,0.54,0.36,0.39,0.5,0.57,0.54,0.54,0.61,0.86,0.96,0.64,0.5,0.5,0.43,0.14,0.07,0.0,0.0,0.11,0.43,0.89,0.54,0.43,0.43,0.54,0.57,0.57,0.57,0.64,0.93,1.0,0.71,0.57,0.54,0.54,0.21,0.07,0.0,0.0,0.11,0.18,0.32,0.39,0.43,0.5,0.61,0.75,0.68,0.68,0.71,0.89,0.79,0.61,0.54,0.61,0.43,0.21,0.07,0.0,0.0,0.07,0.14,0.25,0.32,0.36,0.43,0.54,0.64,0.68,0.68,0.68,0.82,0.68,0.54,0.5,0.43,0.29,0.14,1
R17 IN,0.03,0.0,0.0,0.12,0.42,0.97,0.52,0.27,0.27,0.27,0.33,0.3,0.27,0.3,0.55,0.73,0.52,0.36,0.3,0.27,0.06,0.03,0.0,0.0,0.12,0.42,1.0,0.52,0.3,0.27,0.3,0.33,0.3,0.27,0.42,0.58,0.67,0.45,0.3,0.27,0.24,0.06,0.03,0.0,0.0,0.09,0.36,0.91,0.48,0.27,0.24,0.27,0.33,0.3,0.27,0.33,0.52,0.73,0.48,0.33,0.33,0.27,0.09,0.03,0.0,0.0,0.12,0.39,1.0,0.55,0.3,0.27,0.27,0.33,0.3,0.27,0.33,0.55,0.76,0.52,0.36,0.33,0.3,0.09,0.06,0.0,0.0,0.12,0.39,0.97,0.55,0.3,0.3,0.3,0.36,0.33,0.3,0.36,0.61,0.82,0.58,0.39,0.39,0.39,0.15,0.03,0.0,0.0,0.06,0.15,0.27,0.3,0.3,0.36,0.36,0.42,0.39,0.39,0.39,0.55,0.52,0.42,0.42,0.39,0.36,0.12,0.03,0.0,0.0,0.06,0.12,0.21,0.24,0.24,0.3,0.3,0.39,0.39,0.39,0.36,0.45,0.45,0.36,0.64,0.52,0.3,0.09,3
R18 IN,0.0,0.0,0.0,0.15,0.4,0.95,0.55,0.4,0.35,0.4,0.4,0.3,0.3,0.35,0.5,0.45,0.3,0.2,0.15,0.1,0.05,0.0,0.0,0.0,0.1,0.4,1.0,0.6,0.4,0.35,0.4,0.35,0.3,0.3,0.35,0.45,0.4,0.25,0.15,0.15,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.9,0.5,0.35,0.35,0.35,0.35,0.3,0.3,0.35,0.45,0.45,0.25,0.2,0.15,0.1,0.05,0.0,0.0,0.0,0.1,0.4,0.95,0.6,0.4,0.35,0.4,0.35,0.3,0.3,0.35,0.5,0.45,0.3,0.2,0.2,0.1,0.05,0.0,0.0,0.0,0.1,0.4,0.95,0.6,0.4,0.4,0.4,0.35,0.3,0.3,0.35,0.5,0.5,0.3,0.2,0.2,0.1,0.05,0.0,0.0,0.0,0.1,0.15,0.3,0.3,0.35,0.45,0.4,0.4,0.3,0.25,0.3,0.35,0.35,0.2,0.15,0.15,0.1,0.05,0.0,0.0,0.0,0.05,0.15,0.2,0.25,0.25,0.35,0.3,0.3,0.25,0.25,0.2,0.3,0.25,0.2,0.15,0.1,0.1,0.05,0
R19 IN,0.03,0.0,0.0,0.14,0.44,0.97,0.56,0.44,0.44,0.53,0.5,0.42,0.42,0.5,0.67,0.89,0.53,0.36,0.33,0.19,0.08,0.03,0.0,0.0,0.14,0.44,1.0,0.58,0.44,0.44,0.53,0.47,0.39,0.47,0.56,0.72,0.75,0.44,0.31,0.28,0.17,0.06,0.03,0.0,0.0,0.11,0.39,0.94,0.53,0.39,0.42,0.5,0.47,0.42,0.42,0.5,0.69,0.86,0.5,0.36,0.31,0.19,0.08,0.03,0.0,0.0,0.14,0.44,0.97,0.58,0.44,0.47,0.5,0.5,0.42,0.42,0.5,0.67,0.86,0.53,0.36,0.36,0.25,0.08,0.06,0.0,0.0,0.14,0.44,0.97,0.58,0.44,0.47,0.53,0.5,0.42,0.42,0.56,0.75,0.92,0.56,0.39,0.39,0.25,0.11,0.03,0.0,0.0,0.11,0.19,0.31,0.42,0.44,0.53,0.56,0.53,0.44,0.47,0.47,0.61,0.58,0.36,0.31,0.28,0.19,0.11,0.03,0.0,0.0,0.08,0.17,0.28,0.31,0.33,0.42,0.42,0.42,0.39,0.36,0.39,0.5,0.44,0.33,0.28,0.25,0.17,0.08,3
R20 IN,0.0,0.0,0.0,0.12,0.44,0.94,0.44,0.25,0.25,0.25,0.25,0.19,0.19,0.19,0.25,0.44,0.37,0.25,0.12,0.06,0.06,0.0,0.0,0.0,0.12,0.44,1.0,0.44,0.25,0.25,0.25,0.25,0.19,0.12,0.25,0.31,0.37,0.31,0.19,0.12,0.06,0.06,0.0,0.0,0.0,0.12,0.44,0.94,0.44,0.25,0.25,0.25,0.25,0.19,0.19,0.19,0.25,0.37,0.37,0.19,0.12,0.06,0.06,0.0,0.0,0.0,0.12,0.44,1.0,0.5,0.25,0.25,0.25,0.25,0.19,0.19,0.19,0.31,0.44,0.37,0.25,0.19,0.12,0.06,0.0,0.0,0.0,0.12,0.44,0.94,0.5,0.31,0.25,0.25,0.25,0.19,0.19,0.19,0.31,0.5,0.5,0.25,0.19,0.12,0.06,0.0,0.0,0.0,0.12,0.19,0.31,0.31,0.31,0.37,0.31,0.31,0.25,0.25,0.25,0.31,0.31,0.19,0.12,0.12,0.06,0.06,0.0,0.0,0.0,0.06,0.12,0.19,0.25,0.25,0.31,0.25,0.25,0.25,0.19,0.19,0.25,0.19,0.12,0.12,0.12,0.06,0.0,0
R21 IN,0.0,0.0,0.0,0.12,0.47,0.94,0.47,0.29,0.24,0.29,0.29,0.24,0.18,0.18,0.35,0.71,0.59,0.24,0.18,0.06,0.06,0.0,0.0,0.0,0.12,0.47,1.0,0.47,0.29,0.24,0.29,0.24,0.18,0.18,0.29,0.41,0.59,0.47,0.24,0.12,0.06,0.06,0.0,0.0,0.0,0.12,0.41,0.94,0.41,0.29,0.24,0.29,0.24,0.24,0.18,0.18,0.29,0.71,0.53,0.24,0.18,0.12,0.06,0.0,0.0,0.0,0.12,0.47,1.0,0.47,0.29,0.24,0.29,0.29,0.24,0.18,0.24,0.35,0.76,0.59,0.24,0.18,0.12,0.06,0.0,0.0,0.0,0.12,0.41,0.94,0.47,0.29,0.29,0.35,0.29,0.24,0.24,0.24,0.41,0.82,0.65,0.24,0.18,0.12,0.06,0.0,0.0,0.0,0.06,0.18,0.24,0.29,0.29,0.35,0.35,0.35,0.29,0.24,0.24,0.35,0.35,0.24,0.12,0.18,0.12,0.06,0.0,0.0,0.0,0.06,0.12,0.24,0.24,0.29,0.29,0.29,0.29,0.24,0.24,0.24,0.29,0.29,0.18,0.12,0.12,0.06,0.06,3
R22 IN,0.0,0.0,0.0,0.13,0.5,0.97,0.47,0.3,0.3,0.3,0.3,0.23,0.2,0.23,0.3,0.4,0.23,0.17,0.13,0.1,0.03,0.0,0.0,0.0,0.13,0.5,1.0,0.5,0.33,0.27,0.27,0.27,0.23,0.2,0.23,0.3,0.33,0.23,0.13,0.13,0.1,0.03,0.0,0.0,0.0,0.1,0.43,0.93,0.43,0.27,0.27,0.27,0.3,0.23,0.23,0.27,0.33,0.43,0.27,0.17,0.13,0.1,0.03,0.0,0.0,0.0,0.13,0.5,1.0,0.5,0.33,0.3,0.3,0.3,0.27,0.2,0.23,0.33,0.43,0.27,0.2,0.13,0.1,0.03,0.03,0.0,0.0,0.13,0.47,1.0,0.5,0.33,0.3,0.3,0.33,0.27,0.23,0.3,0.4,0.47,0.3,0.2,0.17,0.13,0.07,0.03,0.0,0.0,0.1,0.17,0.3,0.33,0.37,0.4,0.37,0.37,0.33,0.3,0.3,0.4,0.33,0.23,0.17,0.17,0.13,0.07,0.0,0.0,0.0,0.07,0.13,0.23,0.27,0.3,0.37,0.33,0.33,0.33,0.3,0.27,0.33,0.3,0.2,0.2,0.17,0.1,0.03,0
R22A IN,0.0,0.0,0.0,0.0,0.29,0.57,0.29,0.29,0.29,0.43,0.43,0.43,0.43,0.71,0.71,0.57,0.43,0.29,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.29,0.57,0.29,0.29,0.29,0.43,0.43,0.43,0.43,0.71,0.71,0.57,0.29,0.29,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.29,0.57,0.29,0.29,0.29,0.43,0.43,0.43,0.43,0.71,0.71,0.57,0.43,0.29,0.29,0.14,0.14,0.0,0.0,0.0,0.0,0.29,0.57,0.29,0.29,0.29,0.43,0.43,0.43,0.43,0.86,0.71,0.57,0.43,0.29,0.29,0.14,0.14,0.0,0.0,0.0,0.0,0.29,0.57,0.43,0.29,0.43,0.57,0.57,0.43,0.43,0.86,1.0,0.71,0.43,0.29,0.29,0.29,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.29,0.29,0.43,0.57,0.57,0.57,0.71,0.71,0.86,0.86,0.57,0.43,0.43,0.29,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.29,0.29,0.43,0.57,0.57,0.57,0.71,0.71,0.86,0.71,0.57,0.43,0.29,0.14,0.14,1
R23 IN,0.0,0.0,0.0,0.12,0.5,0.87,0.37,0.25,0.25,0.25,0.25,0.12,0.12,0.12,0.37,0.37,0.25,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.5,1.0,0.37,0.25,0.25,0.25,0.25,0.12,0.12,0.25,0.25,0.37,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.37,0.87,0.37,0.25,0.25,0.25,0.25,0.12,0.12,0.25,0.25,0.37,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.5,1.0,0.37,0.25,0.25,0.25,0.25,0.12,0.25,0.25,0.25,0.37,0.25,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.5,0.87,0.37,0.25,0.25,0.25,0.25,0.12,0.12,0.25,0.37,0.37,0.25,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.12,0.25,0.25,0.37,0.25,0.25,0.25,0.25,0.25,0.25,0.37,0.37,0.25,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.12,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.12,0.12,0.12,0.12,0.0,0
R24 IN,0.0,0.0,0.0,0.0,0.5,0.75,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.75,0.75,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.5,1.0,0.75,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.5,0.75,0.75,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.75,0.75,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,3
R25 IN,0.0,0.0,0.0,0.21,0.5,0.86,0.5,0.36,0.36,0.43,0.36,0.36,0.36,0.43,0.57,0.79,0.79,0.5,0.36,0.14,0.07,0.0,0.0,0.0,0.14,0.5,0.86,0.5,0.36,0.36,0.43,0.36,0.36,0.36,0.57,0.64,0.71,0.64,0.36,0.29,0.14,0.07,0.0,0.0,0.0,0.14,0.43,0.79,0.43,0.36,0.36,0.43,0.36,0.29,0.29,0.43,0.5,0.79,0.71,0.43,0.29,0.14,0.07,0.0,0.0,0.0,0.14,0.5,0.86,0.5,0.36,0.43,0.5,0.43,0.36,0.36,0.43,0.57,0.86,0.79,0.43,0.36,0.21,0.07,0.0,0.0,0.0,0.14,0.5,0.86,0.5,0.36,0.43,0.43,0.36,0.36,0.36,0.43,0.57,1.0,0.93,0.43,0.29,0.14,0.07,0.0,0.0,0.0,0.14,0.21,0.36,0.36,0.43,0.5,0.43,0.43,0.36,0.36,0.43,0.5,0.43,0.29,0.21,0.21,0.14,0.07,0.0,0.0,0.0,0.07,0.14,0.29,0.29,0.36,0.36,0.36,0.36,0.29,0.29,0.36,0.43,0.43,0.29,0.21,0.21,0.14,0.07,3
R26 IN,0.0,0.0,0.0,0.12,0.5,1.0,0.5,0.31,0.31,0.31,0.31,0.25,0.25,0.25,0.37,0.37,0.25,0.19,0.19,0.12,0.06,0.0,0.0,0.0,0.12,0.5,1.0,0.5,0.31,0.31,0.31,0.31,0.25,0.19,0.25,0.37,0.31,0.19,0.12,0.12,0.06,0.06,0.0,0.0,0.0,0.12,0.44,0.87,0.44,0.31,0.25,0.31,0.31,0.25,0.25,0.25,0.37,0.37,0.25,0.19,0.19,0.06,0.06,0.0,0.0,0.0,0.12,0.5,1.0,0.56,0.31,0.31,0.31,0.31,0.31,0.25,0.25,0.37,0.44,0.25,0.19,0.19,0.12,0.06,0.0,0.0,0.0,0.12,0.5,1.0,0.5,0.37,0.31,0.37,0.31,0.25,0.25,0.31,0.44,0.44,0.31,0.19,0.19,0.12,0.06,0.0,0.0,0.0,0.06,0.19,0.31,0.37,0.37,0.44,0.37,0.37,0.31,0.31,0.31,0.37,0.37,0.25,0.19,0.19,0.12,0.06,0.0,0.0,0.0,0.06,0.12,0.25,0.31,0.31,0.31,0.31,0.31,0.31,0.25,0.31,0.37,0.31,0.25,0.19,0.19,0.12,0.06,0
R27 IN,0.0,0.0,0.0,0.12,0.44,1.0,0.44,0.25,0.19,0.19,0.19,0.19,0.12,0.12,0.25,0.44,0.25,0.12,0.06,0.06,0.0,0.0,0.0,0.0,0.06,0.44,1.0,0.44,0.25,0.19,0.19,0.19,0.19,0.12,0.19,0.25,0.37,0.19,0.12,0.06,0.06,0.0,0.0,0.0,0.0,0.06,0.37,0.81,0.37,0.25,0.19,0.19,0.19,0.19,0.12,0.12,0.25,0.37,0.25,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.06,0.44,1.0,0.44,0.25,0.25,0.19,0.19,0.19,0.12,0.12,0.25,0.44,0.25,0.12,0.06,0.06,0.06,0.0,0.0,0.0,0.06,0.44,1.0,0.44,0.25,0.25,0.19,0.19,0.19,0.19,0.19,0.25,0.5,0.25,0.12,0.06,0.06,0.06,0.0,0.0,0.0,0.06,0.12,0.25,0.31,0.31,0.31,0.31,0.31,0.25,0.19,0.25,0.31,0.31,0.19,0.12,0.12,0.06,0.06,0.0,0.0,0.0,0.06,0.12,0.19,0.25,0.25,0.25,0.25,0.25,0.25,0.19,0.19,0.25,0.25,0.19,0.12,0.12,0.06,0.06,0
R28 IN,0.02,0.0,0.0,0.12,0.55,0.98,0.52,0.32,0.27,0.29,0.3,0.29,0.29,0.3,0.39,0.39,0.34,0.34,0.25,0.14,0.05,0.02,0.0,0.0,0.12,0.54,1.0,0.54,0.32,0.27,0.27,0.29,0.27,0.25,0.29,0.38,0.36,0.27,0.27,0.2,0.12,0.05,0.02,0.0,0.0,0.11,0.45,0.82,0.45,0.29,0.25,0.27,0.3,0.3,0.29,0.3,0.38,0.39,0.32,0.3,0.23,0.14,0.05,0.02,0.0,0.0,0.12,0.54,0.98,0.55,0.32,0.29,0.29,0.34,0.3,0.29,0.3,0.41,0.43,0.36,0.34,0.25,0.16,0.05,0.04,0.0,0.0,0.12,0.52,0.96,0.57,0.36,0.3,0.3,0.34,0.32,0.32,0.36,0.46,0.46,0.39,0.39,0.3,0.21,0.09,0.04,0.0,0.0,0.09,0.2,0.32,0.34,0.36,0.38,0.38,0.41,0.45,0.41,0.46,0.54,0.55,0.54,0.57,0.55,0.32,0.12,0.02,0.0,0.0,0.07,0.14,0.25,0.29,0.32,0.36,0.34,0.38,0.43,0.46,0.52,0.59,0.61,0.59,0.64,0.59,0.29,0.09,3
