,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146
O50 IN,0.0,0.0,0.0,0.1,0.41,0.97,0.45,0.24,0.17,0.17,0.21,0.17,0.14,0.14,0.17,0.21,0.14,0.1,0.1,0.1,0.03,0.0,0.0,0.0,0.1,0.41,1.0,0.45,0.24,0.17,0.17,0.21,0.14,0.14,0.14,0.14,0.17,0.14,0.1,0.1,0.07,0.03,0.0,0.0,0.0,0.1,0.34,0.83,0.38,0.24,0.17,0.17,0.21,0.17,0.14,0.14,0.17,0.21,0.14,0.1,0.1,0.07,0.03,0.0,0.0,0.0,0.1,0.41,0.97,0.45,0.24,0.21,0.17,0.21,0.17,0.14,0.14,0.17,0.21,0.14,0.1,0.1,0.07,0.03,0.03,0.0,0.0,0.1,0.38,0.97,0.45,0.28,0.21,0.17,0.21,0.17,0.14,0.14,0.17,0.24,0.17,0.14,0.14,0.1,0.07,0.03,0.0,0.0,0.07,0.17,0.24,0.28,0.28,0.31,0.28,0.31,0.24,0.21,0.21,0.24,0.21,0.14,0.14,0.14,0.1,0.07,0.03,0.0,0.0,0.07,0.1,0.21,0.24,0.24,0.28,0.24,0.24,0.24,0.21,0.17,0.17,0.17,0.14,0.1,0.1,0.1,0.03
O50 OUT,0.05,0.0,0.0,0.05,0.1,0.15,0.1,0.15,0.15,0.2,0.2,0.2,0.2,0.3,0.55,1.0,0.8,0.45,0.5,0.45,0.2,0.05,0.0,0.0,0.05,0.1,0.15,0.1,0.15,0.15,0.2,0.2,0.2,0.25,0.45,0.75,0.9,0.65,0.4,0.45,0.4,0.2,0.05,0.0,0.0,0.05,0.1,0.15,0.1,0.1,0.15,0.15,0.15,0.2,0.2,0.3,0.55,0.9,0.65,0.45,0.5,0.45,0.2,0.05,0.0,0.0,0.05,0.1,0.15,0.1,0.15,0.15,0.2,0.2,0.2,0.2,0.3,0.55,1.0,0.75,0.45,0.55,0.5,0.25,0.1,0.0,0.0,0.05,0.1,0.15,0.1,0.15,0.15,0.2,0.2,0.2,0.25,0.3,0.55,0.95,0.75,0.5,0.6,0.55,0.3,0.1,0.0,0.0,0.05,0.1,0.1,0.1,0.15,0.2,0.25,0.25,0.25,0.3,0.35,0.45,0.5,0.45,0.4,0.45,0.5,0.3,0.05,0.0,0.0,0.05,0.05,0.1,0.1,0.15,0.15,0.15,0.2,0.25,0.25,0.35,0.45,0.5,0.4,0.4,0.45,0.4,0.2
O51 IN,0.0,0.0,0.0,0.12,0.41,1.0,0.44,0.25,0.19,0.19,0.19,0.12,0.09,0.12,0.16,0.19,0.12,0.06,0.06,0.06,0.03,0.0,0.0,0.0,0.09,0.41,1.0,0.44,0.25,0.19,0.19,0.19,0.12,0.09,0.12,0.16,0.16,0.09,0.06,0.06,0.03,0.03,0.0,0.0,0.0,0.09,0.34,0.87,0.37,0.22,0.19,0.16,0.19,0.16,0.12,0.12,0.16,0.19,0.12,0.06,0.06,0.06,0.03,0.0,0.0,0.0,0.12,0.41,1.0,0.47,0.25,0.19,0.19,0.19,0.16,0.12,0.12,0.16,0.19,0.12,0.06,0.06,0.06,0.03,0.03,0.0,0.0,0.09,0.41,1.0,0.44,0.25,0.19,0.19,0.19,0.16,0.12,0.12,0.19,0.25,0.16,0.09,0.06,0.06,0.03,0.03,0.0,0.0,0.06,0.16,0.25,0.28,0.31,0.31,0.28,0.25,0.22,0.19,0.19,0.22,0.19,0.12,0.09,0.09,0.09,0.03,0.0,0.0,0.0,0.06,0.12,0.19,0.22,0.25,0.28,0.22,0.22,0.19,0.16,0.16,0.16,0.16,0.09,0.09,0.06,0.06,0.03
O51 OUT,0.1,0.0,0.0,0.05,0.1,0.2,0.1,0.1,0.1,0.15,0.15,0.15,0.2,0.3,0.55,0.95,0.9,0.45,0.5,0.45,0.2,0.05,0.0,0.0,0.05,0.1,0.2,0.1,0.1,0.1,0.15,0.15,0.2,0.25,0.45,0.75,0.9,0.7,0.4,0.4,0.4,0.15,0.1,0.0,0.0,0.05,0.1,0.15,0.1,0.1,0.1,0.15,0.15,0.15,0.2,0.3,0.5,0.85,0.75,0.45,0.45,0.5,0.2,0.1,0.0,0.0,0.05,0.1,0.2,0.1,0.1,0.1,0.15,0.15,0.15,0.2,0.3,0.55,1.0,0.85,0.45,0.5,0.55,0.2,0.15,0.0,0.0,0.05,0.1,0.2,0.1,0.1,0.15,0.2,0.2,0.2,0.25,0.3,0.55,0.9,0.8,0.45,0.55,0.6,0.25,0.1,0.0,0.0,0.05,0.1,0.1,0.1,0.15,0.15,0.2,0.2,0.2,0.25,0.35,0.45,0.45,0.4,0.4,0.5,0.5,0.25,0.1,0.0,0.0,0.05,0.05,0.05,0.1,0.1,0.1,0.15,0.2,0.25,0.25,0.3,0.4,0.4,0.4,0.35,0.45,0.4,0.15
O52 IN,0.0,0.0,0.0,0.1,0.35,0.97,0.42,0.23,0.19,0.19,0.19,0.16,0.13,0.13,0.16,0.19,0.13,0.1,0.06,0.06,0.03,0.0,0.0,0.0,0.1,0.35,1.0,0.42,0.23,0.19,0.16,0.19,0.16,0.13,0.13,0.16,0.16,0.13,0.06,0.06,0.06,0.03,0.0,0.0,0.0,0.06,0.29,0.84,0.35,0.19,0.16,0.16,0.19,0.16,0.13,0.13,0.16,0.19,0.13,0.06,0.06,0.06,0.03,0.0,0.0,0.0,0.1,0.35,0.97,0.42,0.23,0.19,0.19,0.19,0.16,0.13,0.13,0.16,0.19,0.13,0.1,0.1,0.06,0.03,0.03,0.0,0.0,0.1,0.35,0.97,0.42,0.26,0.19,0.19,0.19,0.16,0.13,0.16,0.19,0.23,0.16,0.1,0.13,0.1,0.03,0.03,0.0,0.0,0.06,0.13,0.23,0.26,0.29,0.29,0.26,0.29,0.23,0.19,0.19,0.19,0.23,0.13,0.13,0.13,0.1,0.03,0.0,0.0,0.0,0.03,0.1,0.19,0.23,0.23,0.26,0.23,0.23,0.23,0.19,0.16,0.19,0.16,0.13,0.1,0.1,0.06,0.03
O52 OUT,0.04,0.0,0.0,0.04,0.09,0.13,0.09,0.13,0.13,0.17,0.17,0.17,0.22,0.26,0.48,1.0,0.7,0.48,0.39,0.43,0.13,0.04,0.0,0.0,0.04,0.13,0.13,0.09,0.13,0.13,0.17,0.17,0.17,0.22,0.39,0.65,0.87,0.61,0.39,0.35,0.39,0.13,0.04,0.0,0.0,0.04,0.09,0.13,0.09,0.09,0.13,0.17,0.17,0.17,0.17,0.26,0.43,0.91,0.61,0.43,0.39,0.43,0.17,0.04,0.0,0.0,0.04,0.09,0.13,0.13,0.13,0.13,0.17,0.17,0.17,0.22,0.26,0.48,0.96,0.7,0.48,0.43,0.48,0.17,0.09,0.0,0.0,0.04,0.09,0.13,0.13,0.13,0.13,0.17,0.17,0.17,0.22,0.3,0.48,0.96,0.7,0.48,0.48,0.57,0.22,0.09,0.0,0.0,0.04,0.04,0.09,0.09,0.13,0.17,0.22,0.22,0.22,0.26,0.35,0.48,0.48,0.35,0.35,0.39,0.48,0.22,0.04,0.0,0.0,0.04,0.04,0.09,0.09,0.09,0.17,0.17,0.22,0.22,0.26,0.3,0.39,0.39,0.35,0.3,0.35,0.39,0.13
O53 IN,0.0,0.0,0.0,0.12,0.41,0.94,0.41,0.25,0.19,0.19,0.19,0.16,0.12,0.09,0.16,0.16,0.09,0.06,0.06,0.06,0.03,0.0,0.0,0.0,0.09,0.41,1.0,0.44,0.25,0.19,0.19,0.19,0.16,0.09,0.09,0.16,0.16,0.09,0.06,0.06,0.03,0.03,0.0,0.0,0.0,0.09,0.34,0.84,0.37,0.22,0.19,0.16,0.19,0.16,0.12,0.12,0.16,0.16,0.09,0.06,0.06,0.06,0.03,0.0,0.0,0.0,0.09,0.37,1.0,0.44,0.25,0.19,0.19,0.19,0.16,0.12,0.12,0.19,0.19,0.12,0.06,0.06,0.06,0.03,0.0,0.0,0.0,0.09,0.37,1.0,0.44,0.28,0.19,0.19,0.19,0.16,0.12,0.12,0.19,0.22,0.16,0.09,0.06,0.06,0.03,0.0,0.0,0.0,0.06,0.16,0.25,0.28,0.28,0.31,0.28,0.28,0.19,0.19,0.16,0.19,0.19,0.12,0.09,0.09,0.06,0.03,0.0,0.0,0.0,0.06,0.12,0.19,0.22,0.25,0.28,0.25,0.25,0.19,0.16,0.16,0.16,0.12,0.09,0.06,0.06,0.06,0.03
O53 OUT,0.1,0.0,0.0,0.05,0.14,0.14,0.1,0.1,0.1,0.14,0.14,0.14,0.19,0.29,0.52,1.0,0.81,0.52,0.43,0.52,0.19,0.05,0.0,0.0,0.05,0.14,0.14,0.1,0.1,0.14,0.19,0.14,0.19,0.24,0.43,0.71,0.9,0.67,0.43,0.38,0.43,0.14,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.14,0.14,0.14,0.19,0.29,0.52,0.9,0.71,0.48,0.43,0.52,0.19,0.1,0.0,0.0,0.05,0.14,0.14,0.1,0.1,0.14,0.14,0.14,0.19,0.19,0.29,0.52,1.0,0.81,0.48,0.48,0.57,0.19,0.1,0.0,0.0,0.05,0.14,0.14,0.1,0.14,0.14,0.19,0.19,0.19,0.24,0.29,0.52,0.95,0.76,0.52,0.52,0.62,0.29,0.14,0.0,0.0,0.05,0.05,0.1,0.14,0.14,0.14,0.19,0.24,0.24,0.29,0.33,0.48,0.48,0.38,0.38,0.43,0.52,0.29,0.1,0.0,0.0,0.0,0.05,0.05,0.1,0.1,0.1,0.14,0.19,0.19,0.24,0.29,0.43,0.43,0.38,0.38,0.38,0.43,0.19
O54 IN,0.0,0.0,0.0,0.08,0.42,1.0,0.42,0.24,0.18,0.16,0.18,0.13,0.11,0.11,0.13,0.16,0.11,0.05,0.05,0.05,0.03,0.0,0.0,0.0,0.08,0.42,1.0,0.45,0.24,0.18,0.16,0.16,0.13,0.11,0.11,0.13,0.13,0.08,0.05,0.05,0.03,0.03,0.0,0.0,0.0,0.08,0.34,0.84,0.39,0.21,0.18,0.16,0.18,0.13,0.11,0.11,0.13,0.13,0.11,0.05,0.05,0.05,0.03,0.0,0.0,0.0,0.11,0.42,1.0,0.47,0.26,0.18,0.18,0.18,0.16,0.11,0.11,0.16,0.16,0.11,0.05,0.05,0.05,0.03,0.0,0.0,0.0,0.08,0.42,1.0,0.45,0.26,0.21,0.18,0.18,0.16,0.11,0.13,0.16,0.21,0.13,0.08,0.05,0.05,0.03,0.0,0.0,0.0,0.05,0.13,0.24,0.26,0.29,0.29,0.26,0.26,0.21,0.18,0.16,0.18,0.18,0.13,0.08,0.08,0.05,0.03,0.0,0.0,0.0,0.05,0.11,0.18,0.21,0.21,0.26,0.21,0.21,0.18,0.16,0.13,0.16,0.13,0.08,0.08,0.08,0.05,0.03
O54 OUT,0.05,0.0,0.0,0.05,0.1,0.14,0.1,0.1,0.14,0.19,0.19,0.19,0.24,0.33,0.57,1.0,0.95,0.48,0.52,0.43,0.19,0.05,0.0,0.0,0.05,0.1,0.14,0.1,0.1,0.14,0.19,0.19,0.19,0.24,0.48,0.76,0.9,0.76,0.43,0.43,0.38,0.14,0.05,0.0,0.0,0.05,0.1,0.1,0.1,0.1,0.14,0.14,0.19,0.19,0.24,0.29,0.52,0.9,0.81,0.43,0.52,0.48,0.19,0.05,0.0,0.0,0.05,0.1,0.14,0.1,0.1,0.14,0.19,0.19,0.19,0.24,0.33,0.57,1.0,0.9,0.48,0.57,0.48,0.24,0.1,0.0,0.0,0.05,0.1,0.14,0.1,0.1,0.14,0.19,0.19,0.19,0.24,0.33,0.57,0.9,0.86,0.52,0.57,0.57,0.33,0.1,0.0,0.0,0.05,0.1,0.1,0.14,0.14,0.19,0.19,0.24,0.24,0.29,0.33,0.43,0.48,0.43,0.43,0.48,0.52,0.33,0.05,0.0,0.0,0.05,0.1,0.1,0.1,0.1,0.14,0.14,0.19,0.24,0.29,0.33,0.43,0.43,0.38,0.38,0.38,0.38,0.19
R02 IN,0.05,0.0,0.0,0.05,0.29,0.67,0.33,0.19,0.19,0.19,0.24,0.19,0.19,0.24,0.43,0.95,0.95,0.48,0.29,0.24,0.14,0.05,0.0,0.0,0.05,0.29,0.67,0.33,0.24,0.19,0.19,0.24,0.19,0.24,0.38,0.57,0.86,0.76,0.38,0.29,0.24,0.1,0.05,0.0,0.0,0.05,0.24,0.57,0.29,0.19,0.19,0.19,0.24,0.19,0.19,0.24,0.43,0.95,0.76,0.43,0.29,0.24,0.1,0.05,0.0,0.0,0.05,0.29,0.67,0.33,0.24,0.19,0.24,0.24,0.19,0.24,0.24,0.43,1.0,0.9,0.48,0.33,0.29,0.14,0.05,0.0,0.0,0.05,0.24,0.67,0.33,0.24,0.24,0.24,0.24,0.24,0.24,0.29,0.48,1.0,0.9,0.48,0.33,0.29,0.19,0.05,0.0,0.0,0.05,0.14,0.24,0.24,0.24,0.29,0.29,0.33,0.29,0.24,0.29,0.38,0.38,0.38,0.33,0.29,0.29,0.14,0.05,0.0,0.0,0.05,0.1,0.19,0.19,0.24,0.29,0.29,0.29,0.24,0.24,0.24,0.33,0.38,0.33,0.29,0.24,0.19,0.1
R02 OUT,0.04,0.0,0.0,0.08,0.31,1.0,0.54,0.23,0.15,0.15,0.15,0.19,0.15,0.19,0.31,0.38,0.27,0.15,0.15,0.15,0.04,0.0,0.0,0.0,0.04,0.31,1.0,0.54,0.23,0.12,0.15,0.15,0.15,0.15,0.23,0.31,0.35,0.23,0.15,0.15,0.12,0.04,0.04,0.0,0.0,0.04,0.27,0.92,0.46,0.19,0.12,0.15,0.15,0.15,0.15,0.19,0.31,0.38,0.23,0.19,0.19,0.15,0.08,0.04,0.0,0.0,0.08,0.35,0.96,0.54,0.23,0.15,0.15,0.15,0.19,0.15,0.19,0.31,0.42,0.27,0.19,0.19,0.15,0.08,0.04,0.0,0.0,0.08,0.31,0.96,0.5,0.27,0.15,0.15,0.19,0.19,0.15,0.23,0.35,0.42,0.27,0.19,0.19,0.19,0.08,0.04,0.0,0.0,0.04,0.12,0.19,0.23,0.23,0.23,0.19,0.19,0.23,0.23,0.23,0.35,0.31,0.19,0.19,0.23,0.19,0.08,0.04,0.0,0.0,0.04,0.12,0.19,0.19,0.19,0.19,0.19,0.19,0.23,0.23,0.27,0.31,0.27,0.19,0.19,0.19,0.15,0.08
R03 IN,0.03,0.0,0.0,0.02,0.08,0.17,0.09,0.08,0.11,0.19,0.22,0.25,0.3,0.34,0.48,0.89,0.7,0.42,0.36,0.33,0.09,0.02,0.0,0.0,0.02,0.08,0.17,0.11,0.08,0.09,0.14,0.17,0.19,0.23,0.34,0.47,0.72,0.55,0.33,0.31,0.28,0.09,0.03,0.0,0.0,0.02,0.06,0.16,0.09,0.06,0.09,0.12,0.16,0.19,0.2,0.23,0.39,0.77,0.58,0.36,0.33,0.34,0.11,0.03,0.0,0.0,0.02,0.06,0.17,0.11,0.08,0.09,0.16,0.19,0.2,0.23,0.28,0.45,0.81,0.66,0.39,0.39,0.37,0.12,0.05,0.0,0.0,0.02,0.06,0.17,0.11,0.08,0.11,0.22,0.25,0.3,0.36,0.39,0.58,1.0,0.72,0.39,0.39,0.41,0.17,0.05,0.0,0.0,0.02,0.05,0.06,0.08,0.09,0.14,0.23,0.31,0.37,0.48,0.55,0.62,0.62,0.44,0.37,0.41,0.44,0.19,0.03,0.0,0.0,0.02,0.03,0.06,0.08,0.08,0.12,0.2,0.3,0.36,0.44,0.52,0.56,0.56,0.41,0.34,0.34,0.34,0.09
R03 OUT,0.02,0.0,0.0,0.03,0.22,1.0,0.68,0.35,0.37,0.32,0.37,0.32,0.25,0.22,0.29,0.32,0.21,0.13,0.1,0.06,0.03,0.02,0.0,0.0,0.03,0.21,0.98,0.57,0.22,0.25,0.24,0.27,0.21,0.21,0.21,0.25,0.3,0.19,0.11,0.08,0.06,0.03,0.02,0.0,0.0,0.03,0.19,0.86,0.51,0.22,0.24,0.25,0.29,0.24,0.22,0.19,0.27,0.32,0.21,0.13,0.1,0.08,0.05,0.02,0.0,0.0,0.05,0.24,0.97,0.62,0.27,0.27,0.27,0.3,0.25,0.24,0.22,0.3,0.37,0.22,0.14,0.11,0.1,0.05,0.03,0.0,0.0,0.05,0.22,1.0,0.67,0.44,0.4,0.37,0.41,0.37,0.29,0.25,0.33,0.41,0.29,0.17,0.14,0.11,0.06,0.03,0.0,0.0,0.02,0.08,0.16,0.35,0.52,0.57,0.57,0.57,0.62,0.44,0.41,0.38,0.33,0.22,0.17,0.14,0.11,0.06,0.02,0.0,0.0,0.02,0.06,0.13,0.32,0.46,0.52,0.51,0.49,0.57,0.43,0.38,0.3,0.29,0.19,0.16,0.11,0.1,0.05
R04 IN,0.03,0.0,0.0,0.07,0.17,0.43,0.27,0.2,0.2,0.2,0.23,0.23,0.23,0.27,0.43,0.97,0.83,0.43,0.4,0.3,0.13,0.03,0.0,0.0,0.03,0.17,0.43,0.27,0.2,0.2,0.23,0.23,0.23,0.23,0.4,0.6,0.87,0.67,0.37,0.33,0.27,0.13,0.07,0.0,0.0,0.03,0.17,0.4,0.23,0.17,0.17,0.23,0.23,0.23,0.23,0.27,0.43,0.93,0.73,0.4,0.37,0.3,0.13,0.07,0.0,0.0,0.07,0.17,0.43,0.27,0.2,0.2,0.23,0.27,0.27,0.27,0.27,0.43,1.0,0.8,0.43,0.43,0.33,0.17,0.1,0.0,0.0,0.07,0.17,0.43,0.27,0.2,0.2,0.23,0.27,0.27,0.27,0.3,0.47,1.0,0.8,0.43,0.47,0.43,0.23,0.1,0.0,0.0,0.03,0.1,0.17,0.17,0.2,0.23,0.27,0.3,0.3,0.3,0.3,0.33,0.37,0.3,0.3,0.37,0.33,0.17,0.03,0.0,0.0,0.03,0.1,0.13,0.17,0.17,0.2,0.2,0.23,0.27,0.23,0.23,0.27,0.27,0.27,0.23,0.27,0.23,0.13
R04 OUT,0.03,0.0,0.0,0.05,0.31,1.0,0.44,0.21,0.21,0.18,0.23,0.18,0.18,0.21,0.31,0.44,0.31,0.21,0.18,0.15,0.05,0.03,0.0,0.0,0.05,0.31,1.0,0.49,0.23,0.21,0.21,0.23,0.18,0.18,0.23,0.33,0.38,0.28,0.15,0.15,0.13,0.05,0.03,0.0,0.0,0.05,0.26,0.9,0.41,0.21,0.21,0.18,0.23,0.18,0.18,0.18,0.31,0.44,0.31,0.18,0.18,0.15,0.05,0.03,0.0,0.0,0.05,0.28,1.0,0.49,0.23,0.21,0.21,0.23,0.18,0.21,0.21,0.33,0.49,0.33,0.21,0.18,0.18,0.08,0.05,0.0,0.0,0.05,0.28,0.97,0.46,0.23,0.23,0.21,0.23,0.21,0.21,0.21,0.36,0.54,0.41,0.23,0.23,0.21,0.1,0.05,0.0,0.0,0.03,0.08,0.13,0.21,0.18,0.26,0.23,0.26,0.23,0.21,0.26,0.36,0.33,0.28,0.23,0.23,0.21,0.1,0.03,0.0,0.0,0.03,0.05,0.08,0.13,0.13,0.21,0.18,0.21,0.18,0.18,0.18,0.28,0.28,0.23,0.21,0.18,0.15,0.08
R05 IN,0.03,0.0,0.0,0.03,0.16,0.43,0.3,0.19,0.24,0.35,0.3,0.27,0.35,0.41,0.65,1.0,0.68,0.41,0.38,0.3,0.11,0.03,0.0,0.0,0.03,0.16,0.43,0.3,0.22,0.22,0.35,0.32,0.27,0.43,0.57,0.73,0.89,0.57,0.32,0.35,0.3,0.08,0.03,0.0,0.0,0.03,0.14,0.41,0.27,0.16,0.22,0.32,0.3,0.24,0.3,0.35,0.65,0.92,0.62,0.38,0.38,0.35,0.11,0.03,0.0,0.0,0.03,0.14,0.43,0.32,0.22,0.24,0.35,0.35,0.27,0.35,0.38,0.68,1.0,0.68,0.41,0.43,0.38,0.11,0.05,0.0,0.0,0.03,0.14,0.43,0.3,0.27,0.32,0.41,0.35,0.3,0.32,0.41,0.76,1.0,0.68,0.38,0.43,0.41,0.14,0.05,0.0,0.0,0.03,0.08,0.14,0.16,0.19,0.24,0.3,0.35,0.3,0.32,0.38,0.49,0.41,0.3,0.22,0.27,0.27,0.11,0.03,0.0,0.0,0.03,0.05,0.11,0.14,0.16,0.19,0.32,0.27,0.24,0.27,0.27,0.43,0.32,0.22,0.16,0.19,0.16,0.05
R05 OUT,0.02,0.0,0.0,0.08,0.42,0.96,0.5,0.24,0.22,0.24,0.26,0.2,0.18,0.2,0.28,0.44,0.28,0.16,0.14,0.1,0.04,0.02,0.0,0.0,0.06,0.4,0.98,0.52,0.26,0.22,0.24,0.26,0.22,0.18,0.24,0.3,0.4,0.24,0.14,0.12,0.1,0.04,0.02,0.0,0.0,0.06,0.3,0.86,0.46,0.24,0.2,0.22,0.26,0.2,0.18,0.2,0.28,0.44,0.28,0.16,0.14,0.12,0.04,0.02,0.0,0.0,0.06,0.36,0.94,0.54,0.26,0.22,0.24,0.28,0.22,0.2,0.22,0.32,0.48,0.3,0.16,0.16,0.12,0.04,0.02,0.0,0.0,0.06,0.4,1.0,0.56,0.28,0.22,0.24,0.28,0.24,0.2,0.22,0.32,0.48,0.32,0.18,0.18,0.14,0.06,0.04,0.0,0.0,0.04,0.1,0.24,0.26,0.2,0.24,0.28,0.3,0.22,0.2,0.22,0.28,0.24,0.18,0.14,0.16,0.14,0.06,0.02,0.0,0.0,0.02,0.1,0.2,0.2,0.14,0.16,0.2,0.22,0.2,0.18,0.18,0.22,0.2,0.14,0.12,0.14,0.1,0.04
R06 IN,0.0,0.0,0.0,0.08,0.25,0.58,0.33,0.33,0.33,0.42,0.33,0.25,0.42,0.42,0.75,0.83,0.58,0.33,0.25,0.25,0.08,0.0,0.0,0.0,0.08,0.25,0.58,0.42,0.25,0.33,0.42,0.33,0.25,0.42,0.5,0.75,0.75,0.5,0.33,0.25,0.25,0.08,0.0,0.0,0.0,0.08,0.25,0.5,0.33,0.25,0.25,0.33,0.33,0.33,0.42,0.42,0.67,0.83,0.58,0.33,0.33,0.25,0.08,0.0,0.0,0.0,0.08,0.25,0.58,0.42,0.25,0.33,0.42,0.42,0.25,0.42,0.42,0.75,0.92,0.58,0.33,0.33,0.25,0.08,0.08,0.0,0.0,0.08,0.25,0.58,0.42,0.33,0.33,0.42,0.5,0.42,0.42,0.42,0.83,0.92,0.58,0.42,0.42,0.33,0.17,0.0,0.0,0.0,0.08,0.17,0.25,0.33,0.42,0.5,0.58,0.67,0.67,0.67,0.83,0.92,0.92,0.58,0.33,0.33,0.25,0.08,0.0,0.0,0.0,0.08,0.08,0.17,0.25,0.33,0.58,0.58,0.58,0.67,0.67,0.83,1.0,0.75,0.5,0.33,0.25,0.17,0.08
R06 OUT,0.0,0.0,0.0,0.18,0.64,0.91,0.55,0.36,0.27,0.36,0.36,0.36,0.36,0.36,0.55,0.64,0.45,0.27,0.27,0.18,0.09,0.0,0.0,0.0,0.18,0.64,0.91,0.55,0.36,0.27,0.36,0.36,0.36,0.36,0.45,0.45,0.64,0.36,0.27,0.27,0.18,0.09,0.0,0.0,0.0,0.18,0.55,0.82,0.45,0.27,0.27,0.27,0.36,0.36,0.27,0.36,0.55,0.64,0.45,0.27,0.27,0.18,0.09,0.0,0.0,0.0,0.18,0.64,0.91,0.55,0.36,0.27,0.36,0.45,0.36,0.36,0.36,0.55,0.73,0.45,0.27,0.27,0.27,0.09,0.09,0.0,0.0,0.18,0.64,1.0,0.64,0.36,0.36,0.45,0.45,0.36,0.36,0.45,0.64,0.73,0.45,0.36,0.36,0.27,0.09,0.09,0.0,0.0,0.09,0.18,0.45,0.73,0.64,0.64,0.82,0.91,0.82,0.73,0.73,0.64,0.45,0.36,0.36,0.36,0.27,0.09,0.0,0.0,0.0,0.09,0.18,0.55,0.55,0.64,0.73,0.64,0.73,0.82,0.82,0.73,0.64,0.45,0.27,0.27,0.36,0.27,0.09
R09 IN,0.03,0.0,0.0,0.03,0.08,0.16,0.24,0.35,0.43,0.43,0.38,0.43,0.49,0.51,0.86,1.0,0.59,0.35,0.3,0.3,0.11,0.03,0.0,0.0,0.03,0.05,0.16,0.22,0.35,0.46,0.43,0.38,0.43,0.51,0.7,0.95,0.86,0.49,0.3,0.27,0.27,0.08,0.03,0.0,0.0,0.03,0.05,0.14,0.19,0.32,0.41,0.41,0.35,0.41,0.46,0.54,0.86,0.97,0.54,0.32,0.32,0.32,0.08,0.03,0.0,0.0,0.03,0.05,0.14,0.22,0.35,0.43,0.43,0.38,0.43,0.49,0.54,0.89,1.0,0.57,0.35,0.35,0.35,0.11,0.03,0.0,0.0,0.03,0.05,0.16,0.22,0.35,0.46,0.49,0.41,0.41,0.49,0.54,0.89,0.95,0.54,0.32,0.35,0.35,0.11,0.03,0.0,0.0,0.03,0.03,0.05,0.08,0.14,0.16,0.22,0.22,0.22,0.24,0.3,0.41,0.32,0.24,0.19,0.24,0.22,0.08,0.03,0.0,0.0,0.0,0.03,0.05,0.08,0.11,0.14,0.19,0.22,0.19,0.24,0.24,0.35,0.3,0.22,0.19,0.19,0.14,0.05
R09 OUT,0.0,0.0,0.0,0.12,0.47,0.97,0.55,0.4,0.26,0.26,0.4,0.29,0.21,0.16,0.19,0.19,0.1,0.05,0.03,0.03,0.02,0.0,0.0,0.0,0.12,0.48,1.0,0.55,0.41,0.26,0.24,0.38,0.29,0.21,0.16,0.16,0.16,0.09,0.05,0.03,0.03,0.02,0.0,0.0,0.0,0.1,0.45,0.9,0.52,0.36,0.26,0.26,0.4,0.29,0.21,0.16,0.19,0.21,0.09,0.05,0.03,0.03,0.02,0.0,0.0,0.0,0.1,0.47,0.97,0.55,0.41,0.26,0.26,0.4,0.29,0.21,0.17,0.21,0.21,0.1,0.05,0.05,0.03,0.02,0.0,0.0,0.0,0.12,0.47,0.97,0.55,0.4,0.26,0.26,0.38,0.31,0.22,0.17,0.22,0.21,0.1,0.05,0.05,0.03,0.02,0.0,0.0,0.0,0.03,0.12,0.21,0.24,0.19,0.19,0.17,0.24,0.16,0.14,0.12,0.16,0.12,0.07,0.05,0.05,0.03,0.02,0.0,0.0,0.0,0.03,0.09,0.19,0.21,0.17,0.16,0.14,0.17,0.14,0.12,0.1,0.12,0.09,0.07,0.05,0.05,0.05,0.02
R12 IN,0.07,0.0,0.0,0.07,0.21,0.38,0.31,0.38,0.41,0.45,0.41,0.41,0.45,0.55,0.72,1.0,0.76,0.52,0.48,0.31,0.14,0.03,0.0,0.0,0.07,0.21,0.41,0.34,0.38,0.41,0.45,0.41,0.38,0.45,0.66,0.79,0.9,0.62,0.45,0.41,0.28,0.14,0.07,0.0,0.0,0.07,0.17,0.38,0.28,0.31,0.38,0.45,0.41,0.38,0.41,0.52,0.69,0.97,0.69,0.48,0.48,0.31,0.14,0.07,0.0,0.0,0.07,0.21,0.41,0.34,0.38,0.41,0.45,0.45,0.41,0.45,0.55,0.72,1.0,0.72,0.55,0.52,0.34,0.14,0.1,0.0,0.0,0.07,0.21,0.41,0.34,0.38,0.48,0.48,0.45,0.41,0.45,0.55,0.76,1.0,0.72,0.55,0.55,0.41,0.21,0.1,0.0,0.0,0.07,0.1,0.21,0.31,0.41,0.48,0.52,0.52,0.45,0.41,0.45,0.52,0.52,0.45,0.45,0.45,0.38,0.17,0.07,0.0,0.0,0.03,0.1,0.17,0.24,0.28,0.31,0.31,0.31,0.31,0.34,0.38,0.41,0.41,0.38,0.38,0.38,0.24,0.14
